,Unnamed: 0,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ConvertedCompYearly
3150,48838,48839,I am a developer by profession,Employed full-time,Singapore,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Forum;Online Courses or Certification;Books / Physical media,9,1,"Developer, desktop or enterprise applications;Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Scientist;DevOps specialist;System administrator","10,000 or more employees",SGD	Singapore dollar,5000.0,Yearly,HTML/CSS;JavaScript;Python,Go,MongoDB;SQLite,,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,,FastAPI;Flask,,NumPy;Pandas;Torch/PyTorch,,Docker;Git;Kubernetes,,Vim;Visual Studio Code,,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Straight / Heterosexual;Bisexual,East Asian,None of the above,I have an anxiety disorder,3586.0
3152,48877,48878,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,,England,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",05 - 10 years,School;Friend or family member;Colleague;Books / Physical media,18,12,"Developer, back-end",500 to 999 employees,GBP	Pound sterling,28000.0,Yearly,C#;JavaScript;SQL,C#;SQL;TypeScript,DynamoDB;Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL;SQLite,AWS;Heroku,,ASP.NET;ASP.NET Core ;Express,ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git,Git,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",Yes,Prefer to self-describe:;Queer,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),36193.0
3153,48897,48898,I am a developer by profession,Employed part-time,Germany,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",16,8,"Developer, mobile;Developer, front-end;Developer, QA or test;Product manager",20 to 99 employees,EUR European Euro,37800.0,Yearly,Dart;Java;Kotlin;Swift,Dart;Kotlin,Firebase,Firebase,,,,,Flutter,Flutter,Git,Git,Android Studio;Visual Studio Code;Xcode,Android Studio;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Woman,No,Gay or Lesbian;Queer,White or of European descent,None of the above,None of the above,40861.0
3154,48901,48902,I am a developer by profession,Employed full-time,France,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",11,6,"Developer, full-stack",20 to 99 employees,EUR European Euro,2200.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,MariaDB;MySQL,Elasticsearch;MariaDB;MySQL,Heroku,,jQuery;Symfony;Vue.js,Angular;jQuery;React.js;Symfony;Vue.js,,,Docker;Git;Yarn,Docker;Git;Kubernetes;Yarn,Android Studio;PHPStorm;Sublime Text;Vim,PHPStorm;Sublime Text;Vim,Linux-based,Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Woman,No,Prefer to self-describe:,I don't know,None of the above,None of the above,28536.0
3155,48908,48909,I am a developer by profession,Employed full-time,South Africa,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Books / Physical media",15,8,"Developer, full-stack;Developer, back-end;DevOps specialist",20 to 99 employees,ZAR	South African rand,64000.0,Monthly,Bash/Shell;Java;JavaScript;SQL,Bash/Shell;Java,MySQL;PostgreSQL,,,,,,,,Docker;Git,Docker;Git;Kubernetes,Eclipse;NetBeans;Notepad++,Eclipse;Notepad++,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,Less than once per month or monthly,"No, not at all",No,25-34 years old,Woman,No,Gay or Lesbian,White or of European descent,None of the above,None of the above,51240.0
3156,48911,48912,I am a developer by profession,Employed full-time,Italy,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,17,9,"Developer, full-stack;Other (please specify):","5,000 to 9,999 employees",EUR European Euro,48000.0,Yearly,Groovy;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL,HTML/CSS;Java;Node.js;Python,MySQL;Oracle;Redis,Elasticsearch;PostgreSQL;Redis,AWS,AWS,,,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Atom;Eclipse;Notepad++,Eclipse;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,51887.0
3157,48913,48914,I am a developer by profession,Employed full-time,Sweden,,,Some college/university study without earning a degree,05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Other (please specify):;Books / Physical media",37,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices;Designer;Product manager",100 to 499 employees,SEK	Swedish krona,43000.0,Monthly,C#;JavaScript;PowerShell;SQL,C#;PowerShell;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;Gatsby,ASP.NET Core ;FastAPI,.NET Core / .NET 5,.NET Core / .NET 5;Apache Spark;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Git;Kubernetes;Unity 3D,Git;Unity 3D;Unreal Engine,IntelliJ;Notepad++;PyCharm;Rider;Visual Studio;Visual Studio Code;Webstorm,IPython/Jupyter;Rider,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Visit another developer community (please name):;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,35-44 years old,"Man;Woman;Non-binary, genderqueer, or gender non-conforming;Or, in your own words:","Or, in your own words:",Bisexual,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;Or, in your own words:",52776.0
3158,48930,48931,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Kenya,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Courses or Certification,1,2,Data or business analyst,"1,000 to 4,999 employees",KES	Kenyan shilling,216390.0,Monthly,C#;HTML/CSS;JavaScript;Matlab;Node.js;PHP;Python;SQL;VBA,JavaScript;Julia;R;SQL,IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Cassandra;Firebase;PostgreSQL;Redis,IBM Cloud or Watson;Microsoft Azure,AWS;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Laravel,React.js;Spring,.NET Framework;.NET Core / .NET 5;Hadoop;NumPy;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Cordova;React Native,Docker;Git,Kubernetes,Atom;Notepad++;PHPStorm;PyCharm;Visual Studio;Visual Studio Code,Atom;Visual Studio Code,Windows,Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Woman,No,Bisexual,Black or of African descent,I am blind / have difficulty seeing,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,25668.0
3159,48936,48937,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,10,7,"Developer, full-stack",20 to 99 employees,EUR European Euro,29000.0,Yearly,Java;JavaScript,Java;JavaScript,PostgreSQL,PostgreSQL,AWS,,React.js,Angular.js;React.js;Vue.js,,,Docker;Git;Terraform,Docker;Git,Eclipse;IntelliJ;Vim;Visual Studio Code,IntelliJ;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Prefer not to say,White or of European descent,None of the above,None of the above,31348.0
3160,48946,48947,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Spain,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Other (please specify):,13,5,"Developer, front-end;Developer, full-stack",2 to 9 employees,EUR European Euro,,,HTML/CSS;JavaScript;Node.js,,MySQL,MySQL,AWS;Heroku;Microsoft Azure,AWS,jQuery;React.js;Symfony,jQuery;Symfony,,,Docker;Git,Git,Android Studio;Sublime Text;Visual Studio Code;Xcode,Sublime Text,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,"Or, in your own words:","Or, in your own words:",Prefer to self-describe:,"Or, in your own words:",None of the above,None of the above,
3161,48947,48948,I am a developer by profession,Employed full-time,Serbia,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,8,2,"Developer, desktop or enterprise applications;Developer, back-end;DevOps specialist;System administrator;Educator",100 to 499 employees,RSD	Serbian dinar,190000.0,Monthly,Assembly;Bash/Shell;C;C#;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;R;Ruby;SQL,Bash/Shell;Elixir;Python;SQL,DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,DynamoDB;PostgreSQL;Redis;SQLite,AWS;Heroku;Microsoft Azure,AWS,Angular.js;ASP.NET;Django;FastAPI;Flask;jQuery;Ruby on Rails;Spring;Vue.js,Django;FastAPI;Flask;Vue.js,Apache Spark;Hadoop;NumPy;Pandas,NumPy;Pandas,Ansible;Docker;Git;Kubernetes;Pulumi;Terraform,Docker;Git;Kubernetes;Pulumi;Terraform,Eclipse;Vim;Visual Studio;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Woman,No,,White or of European descent,None of the above,None of the above,20928.0
3163,49001,49002,I am a developer by profession,Employed full-time,France,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",8,2,"Developer, mobile;Developer, back-end",20 to 99 employees,EUR European Euro,30000.0,Yearly,Bash/Shell;Java;Kotlin;Python;Rust;Swift,Bash/Shell;Kotlin;Rust;Swift,Elasticsearch;PostgreSQL;Redis;SQLite,Cassandra;Elasticsearch;Redis,,,Spring,,,,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes,Android Studio;IntelliJ;PyCharm;Vim;Xcode,Android Studio;IntelliJ;Neovim;PyCharm;Vim;Xcode,Linux-based,Visit Stack Overflow;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Gay or Lesbian,White or of European descent,None of the above,None of the above,32429.0
3164,49006,49007,I am a student who is learning to code,Employed part-time,Austria,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Friend or family member;Online Courses or Certification;Other (please specify):,3,,"Developer, front-end;Developer, desktop or enterprise applications;Academic researcher;Student",,,,,Bash/Shell;HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell;Haskell;HTML/CSS;Java;JavaScript;Julia;Matlab;Python;Ruby;Rust;TypeScript,MongoDB,MongoDB,,,,,NumPy;Pandas,NumPy;Pandas,Git,Git,IntelliJ;IPython/Jupyter;Visual Studio Code,IntelliJ;IPython/Jupyter;Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
3165,49022,49023,I am a developer by profession,Employed part-time,United Kingdom of Great Britain and Northern Ireland,,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",12,8,"Developer, full-stack",20 to 99 employees,GBP	Pound sterling,30000.0,Yearly,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL,MariaDB;MySQL,AWS,AWS,,,,,Git,Git;Yarn,PHPStorm;Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Woman,Yes,Queer,White or of European descent,None of the above,I have an anxiety disorder,38778.0
3166,49039,49040,I am a developer by profession,Employed full-time,Austria,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Other (please specify):,3,2,"Developer, full-stack",2 to 9 employees,EUR European Euro,1800.0,Monthly,C#;C++,HTML/CSS;JavaScript;PHP,Microsoft SQL Server,Microsoft SQL Server,,,,,.NET Framework;Qt,,,,Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,23352.0
3167,49040,49041,I am a developer by profession,,Albania,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0 - 4 years,Books / Physical media,Less than 1 year,,,"Just me - I am a freelancer, sole proprietor, etc.",AED United Arab Emirates dirham,1.0,Yearly,APL,APL,,,,,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,,,Ansible;Chef;Deno;Docker;Flow;Git;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn,Ansible;Chef;Deno;Docker;Flow;Git;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,BSD,Panic,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Under 18 years old,Woman,Yes,Bisexual,Black or of African descent,I am blind / have difficulty seeing,I have a concentration and/or memory disorder (e.g. ADHD),
3168,49062,49063,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Forum,6,2,"Developer, full-stack","1,000 to 4,999 employees",GBP	Pound sterling,32601.0,Yearly,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,,,Vue.js,Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Git,Notepad++;PyCharm;Visual Studio;Visual Studio Code,Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,Prefer not to say,42140.0
